Field,Subfields,Job roles,Programming Languages ,Tools,Skills,Educational Background
Quantum Computing,Quantum Cryptography,Post-Quantum Cryptographer,"C, C++, Python, Rust","NIST PQC candidate libraries (e.g., CRYSTALS-Kyber, Falcon), Open Quantum Safe (OQS) SDK","lattice-based cryptography, code-based cryptography, multivariate polynomial cryptography, hash-based signatures, security proof construction, PQC algorithm design and implementation, algorithm benchmarking, interoperability testing, transition strategies for quantum-safe migration, cryptographic protocol optimization","PhD (Quantum Computing, Cryptography, Computer Science)"
Quantum Computing,Quantum Cryptography,Quantum Key Distribution (QKD) Engineer ,"Python, C++","QuNetSim, SimulaQron, QKD-specific hardware APIs (ID Quantique, Toshiba)","QKD system integration, BB84 protocol implementation, entanglement-based QKD, decoy-state method deployment, secure photon transmission, error correction and privacy amplification techniques, QKD device calibration, quantum optics hardware management, networked QKD solutions, cryptographic key management integration","Master's (Quantum Computing, Physics, Cryptography)"
Quantum Computing,Quantum Cryptography,Secure Quantum Communications Specialist,"Python, C++, Go","SimulaQron, Qiskit, OpenSSL (quantum-safe extensions)","quantum communication architecture design, secure quantum messaging protocols, quantum repeaters implementation, quantum teleportation applications, authentication mechanisms for quantum channels, end-to-end encryption in hybrid quantum networks, latency reduction in quantum-secure networks, adversarial model simulations, quantum-safe VPN development, hybrid classical-quantum communication bridging","Master's (Quantum Computing, Cryptography, Physics)"
Quantum Computing,Quantum Cryptography,Quantum Encryption Systems Architect,"Python, C++, Java","Open Quantum Safe Project, AWS Braket (for quantum cryptography prototyping), SimulaQron","architecture design for quantum-safe encryption systems, system-level encryption strategy development, hybrid cryptographic system integration, scalable QKD network planning, encryption key lifecycle management in quantum environments, compliance with quantum cybersecurity standards (e.g., ETSI, NIST PQC), secure quantum hardware interfacing, cryptographic performance tuning, adversarial modeling and threat mitigation","Master's (Quantum Computing, Cryptography, Computer Science)"
Quantum Computing,Quantum Cryptography,Quantum Network Security Engineer,"Python, Go, Rust","Wireshark (quantum packet analysis), QuNetSim, NetSquid","secure quantum network deployment, quantum-secure routing protocols, network-layer encryption strategies for quantum communication, quantum authentication protocols, defense against quantum hacking attacks (e.g., photon number splitting), secure network architecture planning for QKD and quantum entanglement distribution, firewall design for quantum systems, quantum link reliability modeling, secure key relay systems","Master's (Quantum Computing, Cryptography, Network Security)"
Quantum Computing,Quantum Cryptography,Cryptographic Protocol Analyst,"C, Python","Cryptol, Tamarin Prover, ProVerif","formal verification of cryptographic protocols, protocol security analysis, quantum-resilient key exchange validation, security model evaluation (e.g., IND-CCA, UC Security), attack surface mapping, secure handshake protocol design, quantum-safe authentication schemes, post-quantum TLS evaluation, adversarial simulations, cryptographic formal proof writing","Master's (Cryptography, Computer Science, Applied Mathematics)"
Quantum Computing,Quantum Cryptography,Quantum Cryptosystems Developer,"Python, C++, Rust","Open Quantum Safe libraries, Qiskit","development of end-to-end quantum-safe cryptosystems, integration of QKD into classical infrastructures, encryption/decryption module development, secure random number generation from quantum systems, system performance optimization under quantum constraints, hybrid encryption scheme implementation, zero-knowledge proof protocols for quantum environments, error correction coding, hardware/software interface programming for cryptographic operations","Master's (Quantum Computing, Cryptography, Computer Science)"
Quantum Computing,Quantum Cryptography,Quantum-Resistant Algorithm Engineer,"C, C++, Python","Open Quantum Safe Project (liboqs), SUPERCOP benchmarking suite","implementation and tuning of post-quantum cryptographic algorithms, quantum attack resilience analysis, signature scheme optimization, performance benchmarking on constrained devices (e.g., IoT), side-channel attack resistance for quantum-safe algorithms, protocol integration with classical systems, quantum random number generator (QRNG) usage, algorithm migration strategies, cryptographic agility planning","PhD (Quantum Computing, Cryptography, Computer Science)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Hardware Engineer,"Python, C++","Qiskit, LabVIEW, Altium Designer, COMSOL Multiphysics","quantum device fabrication, hardware control systems, cryogenic hardware management, superconducting circuits, quantum error mitigation, system calibration, microwave engineering, hardware-software integration, low-noise circuit design, quantum readout systems","Master's (Quantum Engineering, Physics, Electrical Engineering)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Device Physicist,"Python, MATLAB","COMSOL, Ansys HFSS, Keysight ADS, Qiskit Metal","quantum materials research, qubit characterization, solid-state physics modeling, device simulation, experimental quantum physics, quantum coherence measurement, nanofabrication techniques, spectroscopy analysis, Josephson junction tuning, quantum transport measurements","PhD (Physics, Quantum Engineering, Applied Physics)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Control Systems Engineer,"Python, C++","QCoDeS, Zurich Instruments LabOne, Keysight BenchVue","quantum pulse sequencing, closed-loop control systems, optimal control theory, real-time qubit manipulation, microwave control systems, FPGA-based control, system feedback stabilization, pulse calibration, dynamic decoupling, hardware timing synchronization","Master's (Quantum Engineering, Physics, Electrical Engineering)"
Quantum Computing,Quantum Hardware & Simulation,Cryogenic Systems Engineer,"Python , LabVIEW","Bluefors Cryostats, Leiden Cryogenics, Lakeshore temperature controllers","ultra-low temperature operations, dilution refrigerator management, cryogenic wiring, thermal modeling, vibration isolation techniques, system cooldown procedures, cryogenic system troubleshooting, low-temperature RF engineering, superconducting circuit integration, vacuum system maintenance","Master's (Physics, Engineering, Cryogenics)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Test and Measurement Engineer,"Python, MATLAB","QCoDeS, Keysight VNA/PNA tools, LabVIEW","quantum device testing, RF/microwave measurements, low-noise signal acquisition, test automation scripting, device calibration protocols, time-domain reflectometry, impedance matching, statistical data analysis, measurement uncertainty analysis, cryogenic test environments","Master's (Physics, Electrical Engineering, Quantum Engineering)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Hardware Simulation Specialist,"Python, C++, Julia","QuTiP, Qiskit Aer, COMSOL Multiphysics","quantum system modeling, device noise simulation, superconducting qubit dynamics, Hamiltonian modeling, decoherence simulation, finite element analysis (FEA), circuit-level simulation, material property modeling, photonic circuit simulation, parameter sweeps and optimization","Master's (Quantum Engineering, Physics, Computer Science)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Systems Integration Engineer,"Python, C++","LabVIEW, ZI LabOne, Keysight BenchVue, QCoDeS","multi-system integration (cryogenics + RF + control), system-level debugging, interconnect design, end-to-end quantum stack integration, timing synchronization, signal routing optimization, integrated calibration protocols, hybrid quantum-classical system orchestration, EMI mitigation, hardware interface development","Master's (Quantum Engineering, Physics, Electrical Engineering)"
Quantum Computing,Quantum Hardware & Simulation,Quantum FPGA Engineer,"Verilog, VHDL, Python","Xilinx Vivado, Intel Quartus, LabVIEW FPGA, Zurich Instruments hardware","FPGA design for qubit control, real-time signal processing, pulse sequence programming, high-speed data acquisition, low-latency feedback loops, clock synchronization, hardware description language (HDL) coding, cryogenic-compatible FPGA interfacing, firmware optimization for quantum experiments","Master's (Electrical Engineering, Computer Engineering)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Chip Design Engineer,"Python, Cadence","Cadence Virtuoso, KLayout, COMSOL, Qiskit Metal","superconducting qubit layout, Josephson junction design, 3D integration modeling, cleanroom fabrication workflows, chip packaging design, photolithography process tuning, material stack optimization, electromagnetic field simulation, mask design automation, interconnect design for low loss","Master's (Quantum Engineering, Electrical Engineering)"
Quantum Computing,Quantum Hardware & Simulation,Quantum Circuit Simulation Researcher,"Python, Julia, C++","QuTiP, Qiskit Aer, Cirq, PennyLane","quantum circuit fidelity analysis, quantum error simulation, noise modeling, multi-qubit entanglement analysis, algorithm performance benchmarking, hybrid quantum-classical simulation, device-specific error modeling, open quantum systems simulation, decoherence analysis, variational algorithm testing","PhD (Quantum Physics, Quantum Engineering, Applied Physics)"
UI/UX & Product Design,Interaction Design,Interaction Designer,"HTML,CSS, JavaScript","Figma, Adobe XD, InVision, Sketch, Principle","wireframing, prototyping, user flows, usability testing, UI motion design, interaction patterns, user journey mapping, responsive design, behavior-driven design, cross-platform consistency","Bachelor's (Interaction Design, Graphic Design, Human-Computer Interaction)"
UI/UX & Product Design,Interaction Design,UI Interaction Specialist,"JavaScript, HTML,CSS","Figma, Framer, ProtoPie, InVision Studio","UI responsiveness, transition design, input feedback design, animation principles, interactive states design (hover, active, disabled), rapid prototyping, UI consistency, screen behavior optimization, dynamic UI behavior mapping, pixel-perfect design","Bachelor's (Interaction Design, UI/UX Design, Graphic Design)"
UI/UX & Product Design,Interaction Design,Human-Centered Interaction Designer,"HTML,CSS, JavaScript","Figma, Axure RP, Miro, Adobe XD","human-centered design principles, empathy mapping, accessibility-focused interaction, persona-driven design, scenario-based design, co-design facilitation, usability heuristics, interaction flow modeling, inclusive design strategies, emotional design techniques","Bachelor's (Human-Computer Interaction, Psychology, Interaction Design)"
UI/UX & Product Design,Interaction Design,Motion Interaction Designer,"JavaScript, After Effects","After Effects, Principle, Lottie, Figma, Framer Motion","motion design, microinteractions, animated transitions, timing and easing mastery, visual storytelling through motion, motion guidelines creation, interactive feedback animation, onboarding animations, dynamic content interactions, real-time motion prototyping","Bachelor's (Interaction Design, Multimedia Design, Motion Design)"
UI/UX & Product Design,Interaction Design,Interactive Prototyping Engineer,"JavaScript, HTML,CSS, Framer Motion","Framer, ProtoPie, Figma, React Native, CodePen, ReactJS, Vue.js","high-fidelity prototyping, interactive design systems, component behavior simulation, advanced interaction prototyping, animation coding, user testing with live prototypes, device-specific interaction prototyping, gesture simulation, code-based prototype deployment, iterative prototype testing","Bachelor's (Interaction Design, Engineering, Product Design)"
UI/UX & Product Design,Interaction Design,Touch Interface Designer,"Swift, Kotlin, HTML,CSS","Figma, Adobe XD, Proto.io, InVision","touch target optimization, gesture mapping (swipe, pinch, tap), multi-touch interaction design, haptic feedback design, mobile UX/UI best practices, ergonomic interface design, accessibility for touch devices, touch-responsive prototyping, animation for touch interactions, wearable UI/UX design","Bachelor's (Interaction Design, Human-Computer Interaction, UI/UX Design)"
UI/UX & Product Design,Interaction Design,Microinteractions Designer,"JavaScript , Swift, Kotlin","Principle, Figma, Framer, Lottie","microinteraction design, feedback loop creation, state change animations, error prevention microinteractions, progress indicators design, notification animations, gamification elements, onboarding sequences, gesture-driven microinteractions, delight moments design","Bachelor's (Interaction Design, UX/UI Design, Graphic Design)"
UI/UX & Product Design,Interaction Design,UX Interaction Architect,"HTML,CSS, JavaScript","Axure RP, Figma, Sketch, OmniGraffle, Miro","interaction flow architecture, user journey structuring, task analysis, workflow optimization, information hierarchy design, behavior-driven wireframing, prototyping complex systems, accessibility integration in interaction flows, touchpoint orchestration, cross-device interaction design","Master's (Human-Computer Interaction, Interaction Design, UX Design)"
UI/UX & Product Design,User Research & Testing,UX Researcher,"Python, SQL, R ","UserTesting, Dovetail, Optimal Workshop, Figma, Lookback","user interviews, usability testing, survey design, data analysis, user persona development, journey mapping, contextual inquiry, qualitative research, quantitative research, empathy building","Bachelor's (Human-Computer Interaction, Psychology, Design)"
UI/UX & Product Design,User Research & Testing,User Testing Specialist,"JavaScript, Python","UserTesting, Maze, Lookback, Hotjar, Figma","usability testing, test script writing, A/B testing, behavior analysis, usability heuristics, feedback synthesis, clickstream analysis, UX reporting, test planning, task analysis","Bachelor's (Human-Computer Interaction, Psychology, Design)"
UI/UX & Product Design,User Research & Testing,Usability Analyst,"Python, R, HTML,CSS ","UsabilityHub, Optimal Workshop, Crazy Egg, Figma, Google Analytics","usability testing, heuristic evaluation, task success rate analysis, time-on-task measurement, error rate analysis, cognitive walkthroughs, think-aloud protocol analysis, UX metrics reporting, interaction flow analysis, accessibility awareness","Bachelor's (Human-Computer Interaction, Psychology, Design)"
UI/UX & Product Design,User Research & Testing,Human Factors Researcher,"MATLAB, Python, R","Morae, Tobii Pro (eye-tracking), SPSS, Figma, NVivo","ergonomics study, cognitive load analysis, anthropometry, user behavior modeling, experimental design, statistical analysis, safety and usability evaluation, task analysis, perception and attention studies, multidisciplinary collaboration","Master's (Human Factors, Psychology, Human-Computer Interaction)"
UI/UX & Product Design,User Research & Testing,UX Insights Analyst,"SQL, Python, R","Dovetail, Tableau, Google Analytics, Amplitude, Looker","user research synthesis, behavioral data analysis, cohort analysis, funnel analysis, sentiment analysis, survey data interpretation, insights reporting, user segmentation, dashboards creation, product usage pattern analysis","Master's (Human-Computer Interaction, UX Design, Psychology)"
UI/UX & Product Design,User Research & Testing,Qualitative User Researcher,,"Dovetail, NVivo, User Interviews, Aurelius, Figma","thematic analysis, affinity mapping, interview facilitation, diary studies, ethnographic research, observational research, story synthesis, persona creation, narrative research reporting, empathy mapping","Master's (Psychology, Human-Computer Interaction, Research)"
UI/UX & Product Design,User Research & Testing,UX Testing Coordinator,,"UserTesting, Maze, Lookback, UsabilityHub, Hotjar","test logistics planning, participant recruitment, test environment setup, test facilitation, data collection, session moderation, consent and ethics handling, reporting and debriefing, scheduling management, cross-functional collaboration","Bachelor's (Human-Computer Interaction, Psychology, Design)"
UI/UX & Product Design,User Research & Testing,Behavioral Design Researcher,"Python, JavaScript ","Figma, Hotjar, FullStory, Optimal Workshop, Crazy Egg","behavior pattern analysis, cognitive bias study, habit formation research, choice architecture, persuasive design principles, behavior change modeling, experiment design, UX heuristics, data-driven behavior insights, psychological theory application","Master's (Behavioral Science, Human-Computer Interaction, Psychology)"
UI/UX & Product Design,Visual & Graphic Design,Visual Designer,"HTML, CSS, SVG","Figma, Adobe Photoshop, Adobe Illustrator, Sketch, InVision","visual storytelling, typography, color theory, brand consistency, UI aesthetics, design systems, user-centered design, wireframing, creativity, collaboration","Bachelor's (Graphic Design, Visual Arts, Design)"
UI/UX & Product Design,Visual & Graphic Design,Graphic UI Designer,"HTML, CSS, JavaScript","Figma, Adobe XD, Sketch, Zeplin, Illustrator","UI layout design, interactive prototyping, style guide creation, visual hierarchy, responsive design, iconography, pixel-perfect design, cross-platform design, usability principles, design tokens usage","Bachelor's (Graphic Design, UI/UX Design, Visual Arts)"
UI/UX & Product Design,Visual & Graphic Design,Brand Identity Designer,,"Adobe Illustrator, Photoshop, Figma, InDesign, CorelDRAW","logo design, typography systems, color palette creation, brand guidelines development, visual storytelling, mood board creation, brand voice interpretation, creative conceptualization, consistency enforcement, visual branding strategy","Bachelor's (Graphic Design, Branding, Visual Arts)"
UI/UX & Product Design,Visual & Graphic Design,Digital Graphic Designer,"HTML, CSS","Photoshop, Illustrator, Figma, Canva, InDesign","digital asset creation, responsive graphics, social media graphics, web banner design, marketing visuals, UX principles awareness, layout design, fast iteration, trend awareness, creativity","Bachelor's (Graphic Design, Digital Media, Visual Arts)"
UI/UX & Product Design,Visual & Graphic Design,Marketing Visual Designer,"HTML, CSS","Adobe Creative Suite, Figma, Canva, HubSpot Design Tools, Sketch","campaign graphic creation, conversion-focused design, brand consistency, ad creative development, storytelling visuals, marketing asset optimization, data visualization basics, A/B test visual assets, typography skills, multi-platform content adaptation","Bachelor's (Marketing, Graphic Design, Visual Arts)"
UI/UX & Product Design,Visual & Graphic Design,Motion Graphics Designer,"JavaScript, After Effects","Adobe After Effects, Premiere Pro, Figma, LottieFiles, Blender","animation principles, kinetic typography, video editing, 2D/3D motion design, storyboarding, transitions and effects design, visual timing and pacing, explainer video creation, motion branding, asset management","Bachelor's (Graphic Design, Motion Graphics, Animation)"
UI/UX & Product Design,Visual & Graphic Design,Infographic Designer,"HTML, SVG","Adobe Illustrator, Figma, Canva, Piktochart, Infogram","data visualization, information hierarchy, storytelling through visuals, clarity in design, color usage for emphasis, visual data simplification, layout and composition, statistical design, accessibility in charts, creative interpretation of data","Bachelor's (Graphic Design, Visual Communication)"
UI/UX & Product Design,Visual & Graphic Design,Layout & Composition Specialist,"HTML, CSS","InDesign, Figma, Illustrator, Affinity Publisher, Adobe XD","grid systems, alignment and spacing, visual balance, typographic layout, print and digital composition, responsive layout adaptation, attention to detail, branding adherence, white space management, editorial design principles","Bachelor's (Graphic Design, Visual Arts, Communications)"
UI/UX & Product Design,UX Writing,UX Writer,"HTML, Markdown, JSON","Figma, Google Docs, Notion, Grammarly, Contentful","user-centered writing, microcopy creation, information architecture, UX research collaboration, clarity and brevity, accessibility in writing, error messaging, user flow comprehension, tone and voice consistency, usability testing participation","Bachelor's (Communications, English, UX Design)"
UI/UX & Product Design,UX Writing,Content Designer,"HTML, Markdown","Figma, Miro, Contentful, Airtable, Grammarly","content strategy, structured writing, content modeling, user journey mapping, plain language writing, accessibility principles, content audits, taxonomy design, inclusive language use, cross-functional collaboration","Bachelor's (Communications, Content Design, UX Design)"
UI/UX & Product Design,UX Writing,Microcopy Specialist,"HTML, Markdown","Figma, Sketch, Grammarly, Notion, Contentful","button label writing, form instructions crafting, contextual messaging, tone of voice control, user emotion mapping, actionable copywriting, A/B testing copy, accessibility-focused writing, error message optimization, iterative writing based on UX feedback","Bachelor's (Communications, English, UX Writing)"
UI/UX & Product Design,UX Writing,Conversational UX Writer,"JSON, JavaScript, YAML","Dialogflow, Rasa, Voiceflow, Botmock, Figma","chatbot scripting, dialogue flow design, natural language understanding (NLU) basics, persona-driven writing, conversation trees structuring, empathy in responses, fallback handling, multilingual conversation adaptation, voice UI best practices, conversation-based user testing","Bachelor's (Communications, Linguistics, UX Writing)"
UI/UX & Product Design,UX Writing,Product Copywriter,"HTML, Markdown","Figma, Google Docs, Contentful, Grammarly, Notion","in-app messaging, feature launch copy, onboarding text writing, promotional content adaptation, tone and style alignment, product terminology development, CTA (Call to Action) writing, error state communication, user onboarding flows, feedback loop writing","Bachelor's (English, Marketing, Communications)"
UI/UX & Product Design,UX Writing,Content Strategist (UX Focused),"HTML, Markdown","Miro, Airtable, Figma, Contentful, Google Analytics","content lifecycle planning, information architecture mapping, user journey-focused content design, stakeholder alignment, SEO for UX, metadata strategy, accessibility guidelines adherence, editorial calendar management, style guide creation, content inventory and audits","Bachelor's (Communications, Content Strategy, UX Design)"
UI/UX & Product Design,UX Writing,Voice UX Writer,"SSML, JSON","Alexa Skills Kit, Google Dialogflow, Voiceflow, Botmock, Figma","voice interaction design, natural spoken language creation, prompt writing for voice assistants, error and reprompt messaging, context retention in conversations, SSML tagging for speech variation, voice tone optimization, voice persona development, multimodal UX writing, testing voice flows","Bachelor's (Linguistics, Communications, UX Writing)"
UI/UX & Product Design,UX Writing,Interface Language Specialist,"HTML, JSON, YAML","Figma, Lokalise, Phrase, Grammarly, Contentful","UI text localization, terminology consistency management, tone and style guide enforcement, context-based translation coordination, multilingual content adaptation, text truncation handling, label and tooltip writing, UX copy QA, global accessibility writing standards, cross-cultural communication awareness","Bachelor's (Linguistics, English, UX Design)"
UI/UX & Product Design,Accessibility Design,Accessibility Designer,"HTML, CSS, JavaScript","Figma, Sketch, Adobe XD, Axe DevTools, WAVE","accessible design principles, color contrast optimization, keyboard navigation design, ARIA labeling, screen reader compatibility, inclusive visual design, user empathy, accessibility auditing, wireframing, usability testing","Bachelor's (UX Design, Graphic Design, Accessibility)"
UI/UX & Product Design,Accessibility Design,Inclusive UX Designer,"HTML, CSS, JavaScript","Figma, Miro, Adobe XD, Stark, Axe DevTools","inclusive design frameworks, user diversity research, accessible interaction design, bias reduction, persona development, user journey mapping, participatory design, adaptive UI strategies, accessibility heuristics evaluation, storytelling in UX","Bachelor's (UX Design, Human Factors, Accessibility)"
UI/UX & Product Design,Accessibility Design,Accessibility UX Researcher,"HTML, JavaScript","UserZoom, Lookback.io, Axe DevTools, NVDA, VoiceOver","accessibility user research, screen reader testing, cognitive load analysis, usability testing for disabilities, user persona refinement, task analysis, ethnographic studies, moderated accessibility studies, empathy mapping, assistive technology evaluation","Bachelor's (UX Research, Human-Computer Interaction, Accessibility)"
UI/UX & Product Design,Accessibility Design,WCAG Compliance Specialist,"HTML, CSS, JavaScript","Axe DevTools, WAVE, Lighthouse, Siteimprove, Tenon.io","Axe DevTools, WAVE, Lighthouse, Siteimprove, Tenon.io","Bachelor's (Web Development, Accessibility, Computer Science)"
UI/UX & Product Design,Accessibility Design,Assistive Technology UX Designer,"HTML, JavaScript, Python","NVDA, JAWS, VoiceOver, Dragon NaturallySpeaking, Switch Access Tools","assistive device integration, custom accessibility workflows, tactile interface design, multimodal interaction design, voice-controlled navigation, eye-tracking UX, gesture-based accessibility, user testing with AT users, adaptive UX strategies, inclusive prototyping","Bachelor's (UX Design, Assistive Technology, HCI)"
UI/UX & Product Design,Accessibility Design,Accessible UI Developer,"HTML, CSS, JavaScript, TypeScript","React, Vue.js, Axe DevTools, Lighthouse, WAVE","semantic markup, ARIA roles and attributes, keyboard accessibility, focus management, responsive accessible design, progressive enhancement, dynamic content accessibility, screen reader optimization, automated accessibility testing, inclusive front-end development","Bachelor's (Computer Science, Web Development, Accessibility)"
UI/UX & Product Design,Accessibility Design,Digital Accessibility Consultant,"HTML, CSS, JavaScript","Axe DevTools, Siteimprove, WAVE, Lighthouse, Deque WorldSpace","accessibility audits, accessibility remediation plans, executive accessibility reporting, team training and workshops, WCAG gap analysis, assistive tech compatibility evaluation, policy consulting, legal risk mitigation, multi-platform accessibility, strategic accessibility planning","Bachelor's (Accessibility, Web Development, UX Design)"
UI/UX & Product Design,Accessibility Design,ADA Compliance Analyst,"HTML, CSS","WAVE, Axe DevTools, Siteimprove, Lighthouse, Tenon.io","ADA standards interpretation, accessibility audits, compliance reporting, risk assessment, legal documentation preparation, usability analysis for compliance, assistive tech validation, gap remediation planning, stakeholder communication, accessibility certification support","Bachelor's (Law, Accessibility, Disability Studies)"
Digital & Marketing Technology,SEO/SEM Tech,Technical SEO Specialist,"HTML, CSS, JavaScript, Python","Google Search Console, Screaming Frog, Ahrefs, SEMrush, Sitebulb","website crawling, indexability optimization, schema markup, site speed optimization, Core Web Vitals tuning, log file analysis, canonicalization, XML sitemap management, mobile SEO, SEO auditing","Bachelor's (Marketing, Computer Science, Web Development)"
Digital & Marketing Technology,SEO/SEM Tech,SEO Analyst,"SQL, Python, R","Google Analytics, Ahrefs, SEMrush, Moz, Google Search Console","keyword research, traffic analysis, SERP monitoring, backlink analysis, competitive SEO analysis, trend identification, SEO reporting, organic growth tracking, ranking factor analysis, on-page SEO evaluation","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,SEO/SEM Tech,Search Engine Marketing (SEM) Specialist,"JavaScript, SQL, HTML","Google Ads, Bing Ads, Google Analytics, SEMrush, Facebook Ads Manager","keyword bidding strategies, PPC campaign management, A/B ad testing, quality score optimization, ad copywriting, conversion tracking, ROAS optimization, audience targeting, landing page optimization, budget management","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,SEO/SEM Tech,SEO/SEM Manager,"HTML, JavaScript, SQL","Google Ads, Google Search Console, SEMrush, Ahrefs, Google Analytics","integrated SEO/SEM strategy, campaign performance reporting, keyword strategy management, lead generation optimization, SEO roadmap creation, paid search budgeting, cross-channel marketing, landing page CRO, audience segmentation, performance optimization","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,SEO/SEM Tech,Website Optimization Engineer,"HTML, JavaScript, CSS, Python","Lighthouse, Google PageSpeed Insights, GTmetrix, WebPageTest, Screaming Frog","site speed optimization, Core Web Vitals improvement, lazy loading, code minification, caching strategy implementation, responsive design tuning, critical rendering path optimization, CDN configuration, server-side performance tuning, asset optimization","Bachelor's (Computer Science, Web Development)"
Digital & Marketing Technology,SEO/SEM Tech,SEO Data Analyst,"Python, SQL, R","Google Data Studio, Google Analytics, SEMrush, Ahrefs, BigQuery","SEO data aggregation, predictive SEO modeling, click-through rate analysis, traffic trend visualization, segmentation analysis, keyword clustering, ranking trend analysis, A/B SEO testing, anomaly detection, dashboard creation","Bachelor's (Data Science, Computer Science, Marketing)"
Digital & Marketing Technology,SEO/SEM Tech,Paid Search Technician,"JavaScript, SQL","Google Ads, Bing Ads, Facebook Ads Manager, Google Analytics, Optmyzr","bid adjustment automation, ad copy testing, negative keyword management, campaign structure optimization, budget pacing, conversion event tracking, PPC reporting, smart bidding strategies, dynamic search ads setup, retargeting campaign management","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,SEO/SEM Tech,SEO Tools Integration Engineer,"Python, JavaScript, API scripting","Ahrefs API, SEMrush API, Google Search Console API, Google Analytics API, Data Studio","API integration, custom SEO tool development, automated SEO reporting, data pipeline construction, technical SEO automation, scheduled SEO crawls, SEO data normalization, dashboard creation, search performance monitoring, data enrichment for SEO","Bachelor's (Computer Science, Software Engineering)"
Digital & Marketing Technology,Marketing Automation,Marketing Automation Specialist,"SQL, HTML, JavaScript, Python","HubSpot, Marketo, Salesforce Marketing Cloud, Pardot, ActiveCampaign","lead nurturing, drip campaign setup, workflow automation, audience segmentation, A/B testing, email deliverability optimization, campaign tracking, personalization strategies, reporting and analytics, data hygiene management","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,Marketing Automation,Email Automation Engineer,"HTML, CSS, SQL, JavaScript","Mailchimp, Iterable, Klaviyo, Salesforce Marketing Cloud, Braze","dynamic email content creation, triggered email workflows, segmentation strategies, deliverability best practices, responsive email design, API integrations, behavioral targeting, email analytics, template development, personalization scripting","Bachelor's (Marketing, Computer Science, Engineering)"
Digital & Marketing Technology,Marketing Automation,CRM & Marketing Tech Consultant,"SQL, Python, JavaScript","Salesforce CRM, HubSpot, Zoho CRM, Marketo, Pardot","CRM strategy design, system integrations, marketing automation strategy, workflow optimization, lead lifecycle management, marketing attribution modeling, segmentation and targeting, CRM data governance, sales-marketing alignment, reporting dashboards","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,Marketing Automation,Marketing Operations Analyst,"SQL, Python, R","Marketo, Salesforce, Tableau, Google Analytics, Pardot","campaign performance analysis, marketing funnel analytics, lead scoring model evaluation, process optimization, campaign attribution reporting, data cleansing, workflow troubleshooting, marketing tech stack management, KPI tracking, cross-channel reporting","Bachelor's (Marketing, Business, Data Science)"
Digital & Marketing Technology,Marketing Automation,Campaign Automation Developer,"HTML, JavaScript, SQL, Python","Salesforce Marketing Cloud, HubSpot, Eloqua, ActiveCampaign, Mailchimp","multichannel campaign design, journey builder workflows, API integrations, personalization tokens, triggered automations, lead scoring setup, dynamic content scripting, automation troubleshooting, A/B testing, lifecycle campaign management","Bachelor's (Computer Science, Marketing, Software Engineering)"
Digital & Marketing Technology,Marketing Automation,Martech Solutions Architect,"Python, JavaScript, SQL","Salesforce Marketing Cloud, Marketo, HubSpot, Segment, Zapier","martech stack architecture, platform integration design, data flow mapping, automation strategy, personalization at scale, customer journey orchestration, API-first campaign design, advanced segmentation, marketing data governance, compliance planning","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,Marketing Automation,HubSpot Automation Expert,"HTML, JavaScript, SQL","HubSpot, Zapier, Google Analytics, Salesforce","HubSpot workflows setup, CRM customization, lead scoring automation, email marketing automation, contact lifecycle management, sales enablement automation, behavioral targeting campaigns, reporting and dashboards, chatbot automation, form optimization","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,Marketing Automation,Salesforce Marketing Cloud Specialist,"SQL, AMPscript, HTML, JavaScript","Salesforce Marketing Cloud, Journey Builder, Content Builder, Automation Studio, Contact Builder","journey orchestration, audience segmentation, triggered messaging, data extensions management, AMPscript personalization, cross-channel messaging, email deliverability optimization, API integrations, reporting and insights, customer lifecycle marketing","Bachelor's (Marketing, Business, Computer Science)"
Digital & Marketing Technology,Social Media Analytics,Social Media Data Analyst,"SQL, Python, R, JavaScript","Google Analytics, Sprout Social, Tableau, Brandwatch, Hootsuite Analytics","social media KPI tracking, audience segmentation, engagement analysis, campaign performance reporting, data visualization, A/B testing for social, trend spotting, dashboard creation, predictive analytics, competitor benchmarking","Bachelor's (Marketing, Data Science, Business)"
Digital & Marketing Technology,Social Media Analytics,Social Listening Specialist,"Python, SQL","Brandwatch, Talkwalker, Sprinklr, Meltwater, NetBase Quid","sentiment analysis, trend monitoring, keyword tracking, crisis detection, influencer tracking, competitive analysis, real-time social monitoring, topic clustering, NLP basics, data storytelling","Bachelor's (Marketing, Communication, Data Science)"
